id,value,predictor
126,40.91975924478789,13.099492708925544
127,47.083062502067236,11.483087803224226
128,54.040508568145384,19.722261505516904
129,35.98148937207719,21.920327244696537
130,160.0,19.836526259529535
131,54.824724152431855,9.662789499800617
132,46.149177195836835,19.55439980243606
133,60.30999522495951,13.477652497475734
134,77.20169166589619,23.348362744150194
135,45.393612290402125,21.832991230484243
136,46.723378534022316,15.300601068363223
137,53.015473423336125,17.430665413316532
138,52.57550390722764,14.703932390555241
139,47.6586304305082,19.68660451363414
140,46.572854834732304,24.775711602506192
141,47.658466252766644,15.071369768322281
142,51.74577812831839,22.520232577589223
143,51.73180925851182,17.348711908137798
144,43.23077999694041,16.03563583868828
145,47.54611883997129,19.464848200227213
146,35.84629257949586,14.823788387903129
147,56.11676288840868,17.23175347326409
148,32.75082167486967,14.010610537055758
149,43.54880245394876,29.823625664581947
150,53.43618289568462,20.176317759858645
151,56.5655360863383,16.50137246003707
152,52.322536971610035,21.06989955367111
153,46.907876241487855,19.438359751545853
154,52.96984673233186,18.895152002333887
155,55.868570938002705,23.070833500217127
156,38.93665025993972,23.787538550236526
157,64.53534077157317,17.34749426194736
158,53.24083969394795,17.1209087967766
159,37.54261221288012,18.62474151424178
160,150.0,8.490394176322075
161,63.56240028570823,12.42404468900724
162,52.610552721798896,26.83437133722262
163,59.68644990532889,28.224838567506417
164,33.92516765438772,18.75481980221811
165,48.076390352188774,22.882784815278832
166,63.07142754282428,21.556250772717682
167,51.84633858532304,35.394404042276186
168,57.67434729152909,25.597874557172883
169,58.125258223941984,19.360412042596167
170,35.87696298664709,15.222297796997871
171,37.791563500289776,11.967768398712138
172,41.607824767773614,21.017318179336115
173,40.805757657661964,16.218246273578483
174,59.75545127122359,12.88873145201163
175,52.41962271566034,16.767135578787368
176,53.46448209496976,14.592259981928024
177,43.19975278421509,28.435708175362823
178,32.36959844637266,24.408198784747253
179,50.05113456642461,19.960136793416915
180,51.10922589709866,27.39972069445013
181,42.4626383564251,20.38684153823809
182,36.71813951101569,15.693578993358681
183,58.27183249036024,27.615620386348287
184,48.843517176117594,22.694550218423295
185,42.16746707663763,14.813769228367718
186,40.253183297726785,19.04830660958196
187,-20.0,15.621908733076213
188,39.87168879665576,13.08600134517832
189,44.96524345883801,24.630887737658206
190,52.93072473298681,29.547083202350652
191,40.09463674869312,13.007162130904295
192,52.504928503458764,22.814846183452854
193,44.982429564154636,16.746787154390866
194,52.766907993300194,17.56437308117652
195,68.52278184508938,17.038030378805654
196,74.63242112485287,15.68004615160092
197,35.75251813786543,20.242608139724133
198,53.411519748166434,15.84524941794481
199,41.977227307783814,21.352284128899193
